2024-08-20 11:30:41 UTC-7
-30acaaaa:19170784458:-7efa

pH Measure.1
Time [s],Measured value,dU/dt [mV/min],Temperature [°C]
0.0,4.560304641723633,0.0,21.30864906311035
2.0,4.8322343826293945,761.4960327148438,21.300994873046875
4.0,5.235217571258545,598.337646484375,21.300994873046875
6.0,5.561107158660889,518.9564819335938,21.310243606567383
8.0,5.850421905517578,472.293701171875,21.31630516052246
10.0,6.10963773727417,419.4327697753906,21.32523536682129
12.0,6.339868068695068,372.2050476074219,21.329063415527344
14.0,6.542606353759766,317.8100280761719,21.33448600769043
16.0,6.716028213500977,271.73638916015625,21.338314056396484
18.0,6.866321563720703,244.606201171875,21.34309959411621
20.0,7.000781536102295,215.1802520751953,21.346927642822266
22.0,7.116365909576416,183.4156494140625,21.347246170043945
24.0,7.217019557952881,160.88778686523438,21.349477767944336
26.0,7.305788040161133,136.56640625,21.350753784179688
28.0,7.3801679611206055,114.23495483398438,21.35235023498535
30.0,7.443666934967041,100.7175521850586,21.35235023498535
32.0,7.49941873550415,87.19338989257812,21.35330581665039
34.0,7.547159671783447,73.86357879638672,21.353626251220703
36.0,7.587092399597168,58.596221923828125,21.354581832885742
38.0,7.621682167053223,55.57534408569336,21.354581832885742
40.0,7.652117729187012,47.20789337158203,21.357133865356445
42.0,7.6786041259765625,42.131107330322266,21.357133865356445
44.0,7.701659679412842,36.73297119140625,21.356178283691406
46.0,7.721478462219238,31.40392303466797,21.30641746520996
48.0,7.7388081550598145,28.191370010375977,21.35873031616211
50.0,7.753935813903809,25.16073989868164,21.357133865356445
52.0,7.7671380043029785,20.238981246948242,21.357133865356445
54.0,7.778371810913086,16.834810256958008,21.35968589782715
56.0,7.788054466247559,15.524124145507812,21.361282348632812
58.0,7.796591281890869,13.872859954833984,21.35968589782715
60.0,7.803900241851807,12.464245796203613,21.36223793029785
62.0,7.810249328613281,10.500648498535156,21.357454299926758
64.0,7.815787315368652,8.991456031799316,21.361282348632812
66.0,7.820638179779053,7.564772129058838,21.36223793029785
68.0,7.8248138427734375,7.063512802124023,21.36000633239746
70.0,7.828835964202881,5.955862998962402,21.361282348632812
72.0,7.83204460144043,5.793443202972412,21.361282348632812
74.0,7.835135459899902,4.102251052856445,21.35968589782715
76.0,7.837515354156494,4.3485026359558105,21.36000633239746
78.0,7.8398518562316895,3.2142343521118164,21.361282348632812
80.0,7.841780185699463,3.564162015914917,21.36223793029785
82.0,7.843533992767334,2.304321765899658,21.363513946533203
84.0,7.845046043395996,2.519904613494873,21.363513946533203
86.0,7.846530914306641,2.196017026901245,21.362558364868164
88.0,7.847430229187012,2.319056510925293,21.362558364868164
90.0,7.848547458648682,1.6029194593429565,21.361282348632812
92.0,7.849608898162842,1.513309359550476,21.365110397338867
94.0,7.850464820861816,1.3607540130615234,21.366065979003906
96.0,7.851016521453857,1.1002520322799683,21.366065979003906
98.0,7.851703643798828,1.4359369277954102,21.365110397338867
100.0,7.852379322052002,0.9461202621459961,21.364789962768555
102.0,7.852779388427734,0.9650619626045227,21.36766242980957


SET U 1.1
Time [s],Measured value [mV],Volume [mL],dV/dt [µL/min],Temperature [°C]
0.0,-51.373390197753906,0.0,0.0,21.36638641357422
2.001500129699707,-51.32659149169922,0.04700000211596489,1739.6614990234375,21.36638641357422
4.001700401306152,-49.32141876220703,0.15699999034404755,3224.8095703125,21.366065979003906
6.001800537109375,-44.53092956542969,0.3240000009536743,4847.9697265625,21.36861801147461
8.001500129699707,-38.65700912475586,0.5400000214576721,6330.49853515625,21.36861801147461
10.001299858093262,-30.096126556396484,0.7989999651908875,7650.70068359375,21.368938446044922
12.001500129699707,-17.509571075439453,1.097000002861023,8820.0244140625,21.368938446044922
14.001299858093262,10.241899490356445,1.4259998798370361,9814.06640625,21.36989402770996
16.001501083374023,91.0429458618164,1.71399986743927,9817.1669921875,21.371490478515625
18.001699447631836,166.93482971191406,1.718000054359436,6554.05859375,21.374042510986328
20.001399993896484,195.75477600097656,1.718000054359436,5657.02294921875,21.371490478515625
22.001298904418945,200.95472717285156,1.718000054359436,4975.974609375,21.37531852722168
24.001501083374023,201.71585083007812,1.718000054359436,4176.90966796875,21.377870559692383
26.001298904418945,201.96165466308594,1.718000054359436,931.7158813476562,21.377552032470703
28.001399993896484,202.09432983398438,1.718000054359436,0.0,21.377552032470703
30.001798629760742,202.1802215576172,1.7190001010894775,25.862071990966797,21.381380081176758
32.0015983581543,202.2672882080078,1.7239999771118164,109.35453796386719,21.381380081176758
34.001399993896484,202.41952514648438,1.7269999980926514,111.07305908203125,21.381698608398438
36.0015983581543,202.63986206054688,1.7319998741149902,124.94867706298828,21.381698608398438
38.00149917602539,203.0704803466797,1.7400000095367432,181.948486328125,21.381380081176758
40.00149917602539,203.82212829589844,1.7529999017715454,340.15484619140625,21.381698608398438
42.00179672241211,205.1417999267578,1.774999976158142,696.0267333984375,21.38265609741211
44.0015983581543,207.23089599609375,1.8049999475479126,938.2612915039062,21.387760162353516
46.001197814941406,208.2526397705078,1.8229999542236328,614.4066162109375,21.386802673339844
48.0015983581543,209.68841552734375,1.8499999046325684,755.7332153320312,21.387760162353516
50.00149917602539,211.24264526367188,1.877000093460083,826.3145141601562,21.388078689575195
52.00129699707031,212.68492126464844,1.902000069618225,755.4630126953125,21.388078689575195
54.00179672241211,213.76353454589844,1.9249999523162842,712.70654296875,21.39031219482422
56.00179672241211,214.81015014648438,1.9479999542236328,679.4887084960938,21.388078689575195
58.001197814941406,215.85025024414062,1.9689998626708984,645.9374389648438,21.39031219482422
60.00149917602539,216.8411865234375,1.9900000095367432,623.468505859375,21.3906307220459
62.0015983581543,217.7012176513672,2.009999990463257,593.9439697265625,21.39031219482422
64.00130462646484,218.43568420410156,2.0289998054504395,594.4833984375,21.392864227294922
66.00180053710938,219.1393585205078,2.0480000972747803,562.205810546875,21.394140243530273
68.00180053710938,219.9087677001953,2.066999912261963,557.9651489257812,21.394460678100586
70.00140380859375,220.51292419433594,2.0850000381469727,543.1354370117188,21.3931827545166
72.00140380859375,221.23080444335938,2.1019999980926514,533.758056640625,21.392864227294922
74.00160217285156,221.8166046142578,2.118999719619751,521.798583984375,21.39031219482422
76.00140380859375,222.43023681640625,2.135999917984009,515.7159423828125,21.394460678100586
