2024-08-20 14:11:05 UTC-7
-30acaaaa:19170784458:-7d9e

pH Measure.1
Time [s],Measured value,dU/dt [mV/min],Temperature [°C]
0.0,4.575996398925781,0.0,21.161958694458008
2.0,4.766233921051025,786.2589111328125,21.1724796295166
4.0,5.193121433258057,637.5972290039062,21.2094669342041
6.0,5.543382167816162,578.1133422851562,21.25028419494629
8.0,5.869383335113525,530.6795654296875,21.300994873046875
10.0,6.168471813201904,479.7206726074219,21.344375610351562
12.0,6.4296159744262695,418.66363525390625,21.380422592163086
14.0,6.656792163848877,358.5620422363281,21.409454345703125
16.0,6.852441310882568,306.4725341796875,21.44040298461914
18.0,7.021554946899414,267.6505432128906,21.465930938720703
20.0,7.168680191040039,235.47279357910156,21.491140365600586
22.0,7.295669078826904,193.5030517578125,21.50933074951172
24.0,7.400761127471924,166.64735412597656,21.52465057373047
26.0,7.490981578826904,141.80078125,21.54124641418457
28.0,7.567962646484375,115.30027770996094,21.55529022216797
30.0,7.632469177246094,101.5592269897461,21.569334030151367
32.0,7.687077045440674,84.3017578125,21.578271865844727
34.0,7.733480453491211,73.99687194824219,21.588165283203125
36.0,7.772879123687744,64.67093658447266,21.597105026245117
38.0,7.807183265686035,51.42334747314453,21.605085372924805
40.0,7.8360795974731445,45.1964225769043,21.611469268798828
42.0,7.861332893371582,39.113101959228516,21.6165771484375
44.0,7.88253116607666,33.834190368652344,21.62551498413086
46.0,7.901217460632324,28.326778411865234,21.627750396728516
48.0,7.916718006134033,24.749921798706055,21.633176803588867
50.0,7.93027925491333,21.47150993347168,21.63828468322754
52.0,7.941678524017334,17.681406021118164,21.639562606811523
54.0,7.951502323150635,14.6546049118042,21.641796112060547
56.0,7.960076332092285,14.172740936279297,21.648181915283203
58.0,7.967518329620361,12.106327056884766,21.648181915283203
60.0,7.97407865524292,10.254507064819336,21.652332305908203
62.0,7.9798173904418945,8.678730964660645,21.65488624572754
64.0,7.98469352722168,8.238176345825195,21.65584373474121
66.0,7.988823890686035,6.446220397949219,21.65999412536621
68.0,7.992514610290527,5.138332843780518,21.661272048950195
70.0,7.995684623718262,4.744892597198486,21.66254997253418
72.0,7.998457908630371,4.525483131408691,21.66350746154785
74.0,8.000907897949219,3.6383252143859863,21.66350746154785
76.0,8.003012657165527,3.1139564514160156,21.668933868408203
78.0,8.00487995147705,2.778756856918335,21.668933868408203
80.0,8.006555557250977,2.142237901687622,21.671489715576172
82.0,8.007909774780273,2.4040210247039795,21.672447204589844
84.0,8.009237289428711,1.5001752376556396,21.672447204589844
86.0,8.010403633117676,1.295531153678894,21.671489715576172
88.0,8.011353492736816,1.1035133600234985,21.671489715576172
90.0,8.012126922607422,1.466723918914795,21.67500114440918
92.0,8.012887954711914,1.2406948804855347,21.67627716064453
94.0,8.01365852355957,1.0896031856536865,21.67500114440918
96.0,8.014266014099121,1.0459039211273193,21.67627716064453
98.0,8.014649391174316,1.004746437072754,21.677555084228516
100.0,8.015016555786133,0.771055281162262,21.677555084228516


SET U 1.1
Time [s],Measured value [mV],Volume [mL],dV/dt [µL/min],Temperature [°C]
0.0,-60.82289505004883,0.0,0.0,21.6788330078125
2.0011000633239746,-60.823486328125,0.047999996691942215,1731.380615234375,21.680429458618164
4.001200199127197,-59.17906188964844,0.15799999237060547,3217.719482421875,21.681386947631836
6.001499652862549,-54.778926849365234,0.3240000009536743,4844.6513671875,21.67915153503418
8.001599311828613,-49.95170211791992,0.5400000214576721,6339.17041015625,21.681705474853516
10.000999450683594,-44.99534606933594,0.7989999651908875,7646.64892578125,21.681705474853516
12.001099586486816,-37.895816802978516,1.097000002861023,8817.3193359375,21.681386947631836
14.001099586486816,-16.563568115234375,1.4259998798370361,9816.9697265625,21.681705474853516
16.0010986328125,115.59176635742188,1.679999828338623,9272.228515625,21.6829833984375
18.001399993896484,198.56234741210938,1.679999828338623,7531.5400390625,21.68681526184082
20.00119972229004,209.83233642578125,1.679999828338623,6511.39599609375,21.686494827270508
22.001298904418945,210.96543884277344,1.679999828338623,5734.64208984375,21.685218811035156
24.00119972229004,211.24737548828125,1.679999828338623,3783.6982421875,21.687772750854492
26.000900268554688,211.4031524658203,1.679999828338623,519.1137084960938,21.68681526184082
28.000999450683594,211.50088500976562,1.679999828338623,0.0,21.686494827270508
30.001399993896484,211.56190490722656,1.684000015258789,98.88509368896484,21.688091278076172
32.00149917602539,211.67324829101562,1.690999984741211,243.47547912597656,21.689369201660156
34.00130081176758,211.9107666015625,1.693000078201294,151.33619689941406,21.690326690673828
36.00130081176758,212.0695037841797,1.6969999074935913,119.08214569091797,21.692880630493164
38.0010986328125,212.27267456054688,1.7029999494552612,126.3487777709961,21.691604614257812
40.0010986328125,212.62628173828125,1.712999939918518,182.02734375,21.692880630493164
42.001399993896484,213.26065063476562,1.7289998531341553,432.4555969238281,21.692880630493164
44.00149917602539,214.34576416015625,1.752000093460083,714.446533203125,21.693201065063477
46.00130081176758,215.32901000976562,1.7740000486373901,666.1478271484375,21.695755004882812
48.001399993896484,216.29151916503906,1.7949999570846558,639.5294189453125,21.694477081298828
50.00130081176758,217.2362518310547,1.8149998188018799,610.2531127929688,21.695755004882812
52.000999450683594,218.05601501464844,1.8350000381469727,595.9713134765625,21.65967559814453
54.00130081176758,218.8195037841797,1.8539999723434448,568.9130249023438,21.696712493896484
56.001399993896484,219.58950805664062,1.8719998598098755,563.3053588867188,21.69799041748047
58.00130081176758,220.3144989013672,1.8899999856948853,546.7349853515625,21.696712493896484
60.00130081176758,220.98204040527344,1.9079999923706055,535.1890869140625,21.695755004882812
62.00130081176758,221.63180541992188,1.9259999990463257,524.2017211914062,21.69799041748047
64.00090026855469,222.23300170898438,1.9429999589920044,516.259521484375,21.69926643371582
66.00120544433594,222.79747009277344,1.9600000381469727,506.20013427734375,21.699586868286133
68.00140380859375,223.37083435058594,1.9759999513626099,499.78326416015625,21.700544357299805
70.00130462646484,223.90628051757812,1.9930000305175781,494.5545654296875,21.699586868286133
72.00150299072266,224.43699645996094,2.008999824523926,491.0173034667969,21.69926643371582
74.00120544433594,224.9481658935547,2.0250000953674316,485.66552734375,21.700544357299805
