2024-08-20 09:24:42 UTC-7
-30acaaaa:19170784458:-7f9d

pH Measure.1
Time [s],Measured value,dU/dt [mV/min],Temperature [°C]
0.0,4.623905181884766,0.0,19.19729995727539
2.0,4.837979793548584,734.8603515625,19.145299911499023
4.0,5.2492570877075195,640.0299682617188,19.040058135986328
6.0,5.6180806159973145,634.6917724609375,18.913299560546875
8.0,5.979576110839844,573.7174682617188,18.782787322998047
10.0,6.287358283996582,483.8033752441406,18.65707015991211
12.0,6.557152271270752,423.95794677734375,18.539310455322266
14.0,6.787065029144287,354.63427734375,18.434560775756836
16.0,6.983454704284668,295.2300109863281,18.3383846282959
18.0,7.146962642669678,246.7699432373047,18.25077247619629
20.0,7.2845282554626465,209.84527587890625,18.170137405395508
22.0,7.399755954742432,171.3446044921875,18.098054885864258
24.0,7.496715545654297,149.61683654785156,18.031991958618164
26.0,7.57945442199707,127.87045288085938,17.970365524291992
28.0,7.649567604064941,107.92475891113281,17.919809341430664
30.0,7.707849025726318,88.7275390625,17.871471405029297
32.0,7.756481647491455,74.95805358886719,17.83356285095215
34.0,7.798065662384033,62.783599853515625,17.79092025756836
36.0,7.833866596221924,55.305118560791016,17.75933837890625
38.0,7.864440441131592,47.14277267456055,17.72775650024414
40.0,7.890349864959717,38.40060806274414,17.69744300842285
42.0,7.912179946899414,35.886268615722656,17.67597198486328
44.0,7.931156635284424,27.741050720214844,17.65450096130371
46.0,7.946960926055908,23.835323333740234,17.63555908203125
48.0,7.960695743560791,22.141239166259766,17.620088577270508
50.0,7.972477912902832,18.27025032043457,17.603988647460938
52.0,7.982562065124512,15.871063232421875,17.59136199951172
54.0,7.991522789001465,12.432173728942871,17.577472686767578
56.0,7.998915195465088,11.607850074768066,17.56831932067871
58.0,8.005374908447266,9.814306259155273,17.559480667114258
60.0,8.010722160339355,9.290647506713867,17.552221298217773
62.0,8.015565872192383,7.029781818389893,17.54685401916504
64.0,8.019609451293945,6.1557841300964355,17.539594650268555
66.0,8.023076057434082,6.272171974182129,17.534229278564453
68.0,8.026360511779785,3.991239547729492,17.527917861938477
70.0,8.028846740722656,4.136430263519287,17.521604537963867
72.0,8.03109359741211,3.7263574600219727,17.524446487426758
74.0,8.033126831054688,3.4691107273101807,17.520658493041992
76.0,8.034927368164062,2.950958013534546,17.51813316345215
78.0,8.036449432373047,2.5815794467926025,17.51813316345215
80.0,8.037861824035645,2.423266649246216,17.516870498657227
82.0,8.039172172546387,1.8566175699234009,17.51529312133789
84.0,8.0400972366333,2.0653491020202637,17.514347076416016
86.0,8.041025161743164,1.0703518390655518,17.51529312133789
88.0,8.041557312011719,1.181217074394226,17.514347076416016
90.0,8.042220115661621,1.2317705154418945,17.514347076416016
92.0,8.042961120605469,0.9788581728935242,17.51813316345215


SET U 1.1
Time [s],Measured value [mV],Volume [mL],dV/dt [µL/min],Temperature [°C]
0.0,-61.56217575073242,0.0,0.0,17.517818450927734
2.0013999938964844,-61.574615478515625,0.04700000211596489,1739.6614990234375,17.520658493041992
4.001500129699707,-60.0030517578125,0.15699999034404755,3224.8095703125,17.521604537963867
6.00130033493042,-55.62897872924805,0.3240000009536743,4847.9697265625,17.521921157836914
8.001099586486816,-50.855064392089844,0.5400000214576721,6331.56884765625,17.526655197143555
10.000999450683594,-46.02547836303711,0.7989999651908875,7653.099609375,17.526655197143555
12.001399993896484,-39.41464614868164,1.097000002861023,8817.26953125,17.531705856323242
14.001399993896484,-28.029956817626953,1.4259998798370361,9816.2119140625,17.5345458984375
16.00149917602539,24.27835464477539,1.7590000629425049,10051.056640625,17.53927993774414
18.00119972229004,159.23402404785156,1.8799998760223389,8268.8662109375,17.548433303833008
20.000900268554688,200.1426544189453,1.8799998760223389,7049.77734375,17.556007385253906
22.000900268554688,205.35740661621094,1.8799998760223389,6143.96484375,17.56705665588379
24.001298904418945,205.99473571777344,1.8799998760223389,5444.42236328125,17.573368072509766
26.001298904418945,206.26187133789062,1.8799998760223389,2371.251953125,17.5787353515625
28.001197814941406,206.44903564453125,1.8799998760223389,0.0,17.582523345947266
30.001399993896484,206.56039428710938,1.8799998760223389,0.0,17.590099334716797
32.00129699707031,206.6693878173828,1.8879998922348022,224.3181915283203,17.597675323486328
34.00090026855469,206.9536895751953,1.8930000066757202,227.47740173339844,17.60367202758789
36.0010986328125,207.2545928955078,1.8969998359680176,158.940673828125,17.60872459411621
38.001399993896484,207.513427734375,1.9029998779296875,155.25277709960938,17.611249923706055
40.00129699707031,207.96299743652344,1.9139999151229858,211.8443145751953,17.616615295410156
42.00149917602539,208.70932006835938,1.9309998750686646,469.1282958984375,17.62135124206543
44.00129699707031,209.8441925048828,1.9580000638961792,811.6836547851562,17.626718521118164
46.0010986328125,211.22369384765625,1.9839999675750732,823.4536743164062,17.631454467773438
48.0010986328125,212.44384765625,2.008999824523926,755.529052734375,17.635242462158203
50.001197814941406,213.50942993164062,2.0329999923706055,718.7236938476562,17.638084411621094
52.00129699707031,214.4950408935547,2.055999755859375,687.031982421875,17.642820358276367
54.00149917602539,215.4806365966797,2.078000068664551,660.5216674804688,17.646923065185547
56.00129699707031,216.2838134765625,2.0989999771118164,637.9005126953125,17.6481876373291
58.000999450683594,217.14207458496094,2.118999719619751,602.2785034179688,17.650712966918945
60.00129699707031,217.90911865234375,2.1389999389648438,599.9998779296875,17.65450096130371
62.001197814941406,218.6465606689453,2.1579999923706055,589.6407470703125,17.65671157836914
64.0011978149414,219.3004608154297,2.177000045776367,557.5367431640625,17.662078857421875
66.00150299072266,219.97511291503906,2.1949996948242188,554.6437377929688,17.657974243164062
68.00139617919922,220.5940704345703,2.2129998207092285,542.8680419921875,17.66965675354004
70.0010986328125,221.15972900390625,2.2309999465942383,528.5857543945312,17.67186737060547
72.00129699707031,221.7567901611328,2.247999906539917,520.892578125,17.675655364990234
74.00129699707031,222.3017120361328,2.265000104904175,516.2251586914062,17.679445266723633
76.0011978149414,222.7945098876953,2.2819998264312744,507.4215393066406,17.68449592590332
78.00139617919922,223.318115234375,2.2990000247955322,499.6555480957031,17.68607521057129
80.00139617919922,223.82749938964844,2.31499981880188,496.18682861328125,17.690811157226562
82.0009994506836,224.29721069335938,2.3320000171661377,490.5788269042969,17.69112777709961
84.00129699707031,224.76573181152344,2.3480000495910645,484.6737060546875,17.69460105895996
86.00129699707031,225.21884155273438,2.363999843597412,479.6988830566406,17.69965362548828
88.0010986328125,225.63523864746094,2.379999876022339,478.8070068359375,17.702495574951172
90.00139617919922,226.031494140625,2.3959999084472656,478.8070068359375,17.703441619873047
92.00139617919922,226.49053955078125,2.4119997024536133,474.110595703125,17.70754623413086
94.0010986328125,226.88856506347656,2.426999807357788,469.8753662109375,17.70975685119629
96.00129699707031,227.30555725097656,2.443000078201294,470.680908203125,17.713863372802734
98.00129699707031,227.67042541503906,2.4589998722076416,468.5633239746094,17.71607208251953
100.0010986328125,228.06134033203125,2.4739999771118164,467.8159484863281,17.71986198425293
102.00150299072266,228.46234130859375,2.489999771118164,469.4781494140625,17.72491455078125
104.0011978149414,228.81771850585938,2.5,447.2640380859375,17.726177215576172
106.0010986328125,228.96401977539062,2.5,392.4595947265625,17.731231689453125
108.00129699707031,229.0025177001953,2.5,349.6197204589844,17.73501968383789
110.0010986328125,229.0309600830078,2.5,315.2120056152344,17.73501968383789
112.0009994506836,229.0309600830078,2.5,183.62954711914062,17.737546920776367
114.00150299072266,229.06886291503906,2.5,23.173362731933594,17.742916107177734
115.40119934082031,229.06590270996094,2.5,8.417641639709473,17.744178771972656
