2024-08-20 16:27:55 UTC-7
-30acaaaa:19170784458:-7c66

pH Measure.1
Time [s],Measured value,dU/dt [mV/min],Temperature [°C]
0.0,4.627089977264404,0.0,20.839448928833008
2.0,4.882964134216309,744.4111938476562,20.854738235473633
4.0,5.290175914764404,626.2423706054688,20.89838409423828
6.0,5.643086910247803,581.8104858398438,20.950637817382812
8.0,5.971325874328613,537.2615966796875,21.004173278808594
10.0,6.265752792358398,467.2125549316406,21.052616119384766
12.0,6.524784088134766,409.66912841796875,21.096923828125
14.0,6.750365257263184,345.8466491699219,21.132627487182617
16.0,6.9423651695251465,298.2520446777344,21.16578483581543
18.0,7.10439920425415,245.03326416015625,21.194162368774414
20.0,7.241695880889893,211.80349731445312,21.21935272216797
22.0,7.355960369110107,174.4634552001953,21.243587493896484
24.0,7.453430652618408,151.728515625,21.26272201538086
26.0,7.536232948303223,126.8834457397461,21.280900955200195
28.0,7.604086399078369,105.03626251220703,21.2974853515625
30.0,7.6612138748168945,89.15947723388672,21.30864906311035
32.0,7.709469318389893,73.58673858642578,21.322683334350586
34.0,7.748930931091309,61.86810302734375,21.333209991455078
36.0,7.782648086547852,53.090904235839844,21.34309959411621
38.0,7.811473369598389,44.271873474121094,21.35107421875
40.0,7.835540771484375,36.474403381347656,21.357454299926758
42.0,7.8553385734558105,31.12940788269043,21.366065979003906
44.0,7.87218713760376,24.94896697998047,21.36989402770996
46.0,7.886621952056885,20.973220825195312,21.377552032470703
48.0,7.898350238800049,17.980504989624023,21.381380081176758
50.0,7.908121585845947,14.350393295288086,21.386802673339844
52.0,7.915994167327881,11.828490257263184,21.39158821105957
54.0,7.923110485076904,11.146556854248047,21.3931827545166
56.0,7.92909574508667,9.995655059814453,21.39701271057129
58.0,7.9344377517700195,8.334049224853516,21.400522232055664
60.0,7.938669681549072,7.637946128845215,21.403074264526367
62.0,7.942399501800537,5.646031856536865,21.40594482421875
64.0,7.9455976486206055,4.706419944763184,21.40594482421875
66.0,7.948368072509766,4.1106696128845215,21.408496856689453
68.0,7.950683116912842,3.9968955516815186,21.409772872924805
70.0,7.952886581420898,4.4353413581848145,21.410730361938477
72.0,7.954507350921631,6.370302677154541,21.414878845214844
74.0,7.9559736251831055,2.4076473712921143,21.413284301757812
76.0,7.956826686859131,2.064016342163086,21.414878845214844
78.0,7.957923889160156,1.6359280347824097,21.413602828979492
80.0,7.958907604217529,1.398034691810608,21.415836334228516
82.0,7.959750175476074,1.4070204496383667,21.417430877685547
84.0,7.960549831390381,1.197662115097046,21.41966438293457
86.0,7.961114883422852,1.0182678699493408,21.4187068939209
88.0,7.961571216583252,0.6775680780410767,21.41966438293457


SET U 1.1
Time [s],Measured value [mV],Volume [mL],dV/dt [µL/min],Temperature [°C]
0.0,-57.66436767578125,0.0,0.0,21.4212589263916
2.000999927520752,-57.667327880859375,0.047999996691942215,1731.380615234375,21.4212589263916
4.000899791717529,-56.24030685424805,0.15699999034404755,3217.719482421875,21.420940399169922
6.001199722290039,-51.90000534057617,0.3240000009536743,4846.33154296875,21.420940399169922
8.001299858093262,-46.7078857421875,0.5400000214576721,6333.9248046875,21.4212589263916
10.001199722290039,-41.8741569519043,0.7989999651908875,7650.900390625,21.422216415405273
12.001399993896484,-36.919593811035156,1.097000002861023,8815.9501953125,21.4187068939209
14.001299858093262,-31.16949462890625,1.4259998798370361,9818.873046875,21.422536849975586
16.001100540161133,-18.831132888793945,1.7590000629425049,10048.888671875,21.422216415405273
18.000900268554688,40.01123046875,2.0920000076293945,9990.54296875,21.42477035522461
20.000999450683594,171.30084228515625,2.179999828338623,8190.08935546875,21.42477035522461
22.001298904418945,205.45631408691406,2.179999828338623,6992.3857421875,21.42604637145996
24.001298904418945,209.83767700195312,2.179999828338623,6100.291015625,21.42604637145996
26.00119972229004,210.38674926757812,2.179999828338623,5293.369140625,21.42604637145996
28.00119972229004,210.6378936767578,2.179999828338623,1885.4205322265625,21.428598403930664
30.000898361206055,210.7901153564453,2.179999828338623,1.3574665784835815,21.428916931152344
32.00120162963867,210.90383911132812,2.180999755859375,33.89493942260742,21.430192947387695
34.00100326538086,211.01756286621094,2.188999891281128,243.78477478027344,21.431150436401367
36.00149917602539,211.25625610351562,2.192999839782715,216.02369689941406,21.42508888244629
38.00149917602539,211.46713256835938,2.19599986076355,143.4286651611328,21.431150436401367
40.00120162963867,211.67620849609375,2.2009999752044678,122.77510070800781,21.431468963623047
42.00130081176758,211.98422241210938,2.2090001106262207,156.56918334960938,21.431468963623047
44.001102447509766,212.52381896972656,2.2230000495910645,263.6951599121094,21.434022903442383
46.00100326538086,213.4981689453125,2.24399995803833,692.1953125,21.431468963623047
48.00130081176758,214.5992889404297,2.2669999599456787,716.4736328125,21.43242645263672
50.00149917602539,215.67018127441406,2.2890000343322754,653.0049438476562,21.43370246887207
52.001102447509766,216.6273651123047,2.309000015258789,613.6268310546875,21.43242645263672
54.00130081176758,217.52589416503906,2.3299999237060547,620.704833984375,21.434980392456055
56.00120162963867,218.36639404296875,2.3489999771118164,563.34912109375,21.434022903442383
58.00090026855469,219.16009521484375,2.367999792098999,573.1525268554688,21.434980392456055
60.001399993896484,219.9395751953125,2.3859996795654297,554.4857788085938,21.43370246887207
62.00149917602539,220.56504821777344,2.4039998054504395,539.9829711914062,21.43370246887207
64.00129699707031,221.2781982421875,2.421999931335449,528.6429443359375,21.43242645263672
66.0011978149414,221.9250030517578,2.438999891281128,520.0961303710938,21.431468963623047
68.00129699707031,222.56529235839844,2.4559998512268066,511.9995422363281,21.43242645263672
70.00090026855469,223.12620544433594,2.4730000495910645,500.52655029296875,21.434980392456055
72.00129699707031,223.70489501953125,2.488999843597412,493.39190673828125,21.43370246887207
74.00149536132812,224.2545623779297,2.50600004196167,491.7867126464844,21.434980392456055
76.0011978149414,224.77757263183594,2.5219998359680176,485.6312561035156,21.431468963623047
78.00139617919922,225.3278350830078,2.5379998683929443,482.4817810058594,21.43370246887207
80.00129699707031,225.8087921142578,2.553999900817871,478.43841552734375,21.434980392456055
82.0009994506836,226.33416748046875,2.5699996948242188,474.110595703125,21.437532424926758
84.0011978149414,226.82992553710938,2.5849997997283936,474.48309326171875,21.43370246887207
86.00129699707031,227.29193115234375,2.6010000705718994,470.84686279296875,21.434980392456055
88.00129699707031,227.7586669921875,2.616999864578247,469.59490966796875,21.434022903442383
90.00139617919922,228.16795349121094,2.631999969482422,466.32342529296875,21.435298919677734
92.00129699707031,228.6181182861328,2.6480000019073486,469.4277038574219,21.434980392456055
94.0009994506836,228.9474334716797,2.6510000228881836,420.8199157714844,21.434022903442383
96.0011978149414,229.03273010253906,2.6510000228881836,371.9503173828125,21.431468963623047
98.0010986328125,229.0736083984375,2.6510000228881836,333.250244140625,21.434980392456055
100.0011978149414,229.10440063476562,2.6510000228881836,272.1809387207031,21.434022903442383
102.00149536132812,229.14230346679688,2.6510000228881836,103.47099304199219,21.434022903442383
104.00099182128906,229.16600036621094,2.6510000228881836,8.847721099853516,21.437532424926758
104.50129699707031,229.17074584960938,2.6510000228881836,8.417641639709473,21.434022903442383
